celebrity,hometown,x,y
Psychosiz,California,35.4586,-119.355
Psychotic Waltz,California,35.4586,-119.355
Psyclon Nine,California,35.4586,-119.355
Public Nuisance,California,35.4586,-119.355
Puggy Pearson,Nevada,39.0,-117.0
Pulley,Simi Valley,34.2711,-118.739
Puscifer,California,35.4586,-119.355
Quartet San Francisco,California,35.4586,-119.355
Quasar,San Francisco,37.7833,-122.417
Quasimoto,California,35.4586,-119.355
Quazedelic,California,35.4586,-119.355
Queens of the Stone Age,Palm Desert,33.7222,-116.374
Quest Crew,California,35.4586,-119.355
Quetzal,California,35.4586,-119.355
Qui,Los Angeles,34.05,-118.25
Quiet Riot,Los Angeles,34.05,-118.25
Quo,Los Angeles,34.05,-118.25
R.L. Kelly,California,35.4586,-119.355
R5,California,35.4586,-119.355
RAS,Carson City,39.1608,-119.754
RBX,Long Beach,33.7683,-118.196
ROOM 1202,California,35.4586,-119.355
RT N' THE 44s,California,35.4586,-119.355
RY X,Los Angeles,34.05,-118.25
RYAT,California,35.4586,-119.355
RaVaughn,Carson,33.8397,-118.26
Racer X,California,35.4586,-119.355
Rachael Cantu,California,35.4586,-119.355
Rad,California,35.4586,-119.355
Radagun,California,35.4586,-119.355
Rademacher,California,35.4586,-119.355
Radford,Los Angeles,34.05,-118.25
Radio Werewolf,California,35.4586,-119.355
Radioinactive,California,35.4586,-119.355
Rafter,California,35.4586,-119.355
Rage Against the Machine,California,35.4586,-119.355
Raginder,Hayward,37.6689,-122.081
Rahn Coleman,Oakland,37.8044,-122.273
Rain,Laguna Beach,33.5314,-117.769
Rain Parade,California,35.4586,-119.355
Rakaa,California,35.4586,-119.355
Raleigh Moncrief,California,35.4586,-119.355
Ralph Sae,California,35.4586,-119.355
Ralph Saenz,California,35.4586,-119.355
Rancid,Berkeley,37.8717,-122.275
Randy Bradbury,Long Beach,33.7683,-118.196
Rani Sharone,Los Angeles,34.05,-118.25
RapScallions,California,35.4586,-119.355
Raphael,California,35.4586,-119.355
Raphael Saadiq,Oakland,37.8044,-122.273
Rapidfire,California,35.4586,-119.355
Rappin' Granny,Castaic,34.4708,-118.635
Ras G,California,35.4586,-119.355
Ras Kass,Carson,33.8397,-118.26
RatDog,California,35.4586,-119.355
Ratt,Hollywood,34.1,-118.333
Rattlebone,California,35.4586,-119.355
Raul Campos,Los Angeles,34.05,-118.25
Raw Fusion,Oakland,37.8044,-122.273
Ray J,Carson,33.8397,-118.26
Raymond and Scum,California,35.4586,-119.355
Re-Volts,California,35.4586,-119.355
Re:Ignition,San Francisco,37.7833,-122.417
Reaching Quiet,California,35.4586,-119.355
Rebecca Riots,Berkeley,37.8717,-122.275
Rebekah Del Rio,California,35.4586,-119.355
Rebelution,Isla Vista,34.4133,-119.861
Recon,California,35.4586,-119.355
Reconstruction,San Francisco Bay Area,37.75,-122.283
Red Hot Chili Peppers,California,35.4586,-119.355
Red House Painters,California,35.4586,-119.355
Red Square Black,California,35.4586,-119.355
Red Temple Spirits,California,35.4586,-119.355
Red Voice Choir,Oakland,37.8044,-122.273
Redbone,California,35.4586,-119.355
Redd Kross,Hawthorne,33.9172,-118.349
Redemption,Los Angeles,34.05,-118.25
Reel Big Fish,Huntington Beach,33.6928,-118.0
Relentless7,California,35.4586,-119.355
Renee Cleary,Manhattan Beach,33.8889,-118.405
Renee Smith Cleary,Manhattan Beach,33.8889,-118.405
Renegade,Whittier,33.9656,-118.024
Repeater,Long Beach,33.7683,-118.196
Replicator,Oakland,37.8044,-122.273
Resorte,California,35.4586,-119.355
Retching Red,Oakland,37.8044,-122.273
Reuben Wilson,Pasadena,34.1561,-118.132
Rey Fresco,Ventura,34.275,-119.228
Rhino Bucket,California,35.4586,-119.355
Rhythm & Noise,California,35.4586,-119.355
Rhythm D,Moreno Valley,33.9431,-117.228
Rhythm Heritage,Los Angeles,34.05,-118.25
Rhythum D,Moreno Valley,33.9431,-117.228
Ricardo Lemvo,Los Angeles,34.05,-118.25
Rich Kids on LSD,California,35.4586,-119.355
Richard Berry,California,35.4586,-119.355
Richard Bivens,Santa Ana,33.7408,-117.881
Richard Carpenter,Downey,33.9381,-118.131
Richard Cheese,California,35.4586,-119.355
Richard Elliot,California,35.4586,-119.355
Richard Farnsworth,California,35.4586,-119.355
Richard Greene,California,35.4586,-119.355
Richard Lainhart,Berkeley,37.8717,-122.275
Richard Rodriguez,Sacramento,38.5556,-121.469
Richard Swift,California,35.4586,-119.355
Richie Rich,Oakland,37.8044,-122.273
Richie Zito,California,35.4586,-119.355
Rick & The Ravens,California,35.4586,-119.355
Rick Boston,Los Angeles,34.05,-118.25
Rick Chase,Salinas,36.6778,-121.656
Rick Froberg,California,35.4586,-119.355
Rick Vincent,San Bernardino,34.1,-117.3
Rickie Lee Jones,Hollywood,34.1,-118.333
Ricky Maymi,California,35.4586,-119.355
Ridel High,California,35.4586,-119.355
Riley and the Roxies,California,35.4586,-119.355
Rilo Kiley,Los Angeles,34.05,-118.25
Rival Sons,Long Beach,33.7683,-118.196
Riven,California,35.4586,-119.355
Riverdogs,Los Angeles,34.05,-118.25
Rizzo,California,35.4586,-119.355
Roach Gigz,California,35.4586,-119.355
Road,California,35.4586,-119.355
Road Crew,California,35.4586,-119.355
Road Dawgs,California,35.4586,-119.355
Rob Crow,California,35.4586,-119.355
Rob Machado,San Diego,32.715,-117.162
Robbie Nevil,California,35.4586,-119.355
Robert Parrish,California,35.4586,-119.355
Robert Rich,California,35.4586,-119.355
Robert Ripley,Santa Rosa,38.4486,-122.705
Robert Turner,California,35.4586,-119.355
Robert Walter,San Diego,32.715,-117.162
Roberto Miguel,California,35.4586,-119.355
Roberto Miguel Reyes,California,35.4586,-119.355
Rocco DeLuca,California,35.4586,-119.355
Rock Bottom Remainders,Anaheim,33.8361,-117.89
Rock Kills Kid,California,35.4586,-119.355
Rock Sugar,California,35.4586,-119.355
Rocket Scientists,California,35.4586,-119.355
Rocket from the Crypt,California,35.4586,-119.355
Rocketship,Sacramento,38.5556,-121.469
Rod Laver,Los Angeles,34.05,-118.25
Rodney Sheppard,Newport Beach,33.6167,-117.897
Roger Rivas,Los Angeles,34.05,-118.25
Rogue Wave,Oakland,37.8044,-122.273
Rogét Chahayed,California,35.4586,-119.355
Romeo Void,California,35.4586,-119.355
Ron Aniello,Nevada,39.0,-117.0
Ron Elliott,Healdsburg,38.6175,-122.866
Ron Emory,Huntington Beach,33.6928,-118.0
Ron Hargrave,California,35.4586,-119.355
Ron Meagher,Oakland,37.8044,-122.273
Ron Rinehart,Norwalk,33.9069,-118.083
Ron Welty,Long Beach,33.7683,-118.196
Ronald Meyer,Los Angeles,34.05,-118.25
Ronald Richards,Beverly Hills,34.0731,-118.399
Rondo Brothers,California,35.4586,-119.355
Ronnie Vannucci,Nevada,39.0,-117.0
Rooney,Los Angeles,34.05,-118.25
Roscoe,California,35.4586,-119.355
Rose Royce,California,35.4586,-119.355
Roseland,Los Angeles,34.05,-118.25
Rosemary's Billygoat,California,35.4586,-119.355
Rosie Gaines,Oakland,37.8044,-122.273
Roslynn Cobarrubias,California,35.4586,-119.355
Rotting Out,San Pedro,33.7333,-118.29
Roxanne,California,35.4586,-119.355
Roy E. Disney,Los Angeles,34.05,-118.25
Roy English,California,35.4586,-119.355
Royal Crown Revue,California,35.4586,-119.355
Rubber Souldiers,San Francisco Bay Area,37.75,-122.283
Ruben Rodriguez and His Guadalajara Kings,California,35.4586,-119.355
Ruby,California,35.4586,-119.355
Ruby Joe,Huntington Beach,33.6928,-118.0
Rudy Rupak,Santa Barbara,34.4258,-119.714
Rufio,California,35.4586,-119.355
Rufus King,Woodland,38.6786,-121.773
Rumspringa,California,35.4586,-119.355
Rupa & the April Fishes,California,35.4586,-119.355
Russ Brown,San Jose,37.3333,-121.9
Russ Parrish,California,35.4586,-119.355
Russ Tolman,Davis,38.5539,-121.738
Russell Holmes,California,35.4586,-119.355
Russell Kenneth Holmes,California,35.4586,-119.355
Russell Parrish,California,35.4586,-119.355
Rusty Anderson,La Habra,33.9319,-117.946
Rusty Santos,Fresno,36.7478,-119.772
Ruth Pointer,Oakland,37.8044,-122.273
Rx Bandits,California,35.4586,-119.355
Ry Cooder,Santa Monica,34.0219,-118.481
Ry Cuming,Los Angeles,34.05,-118.25
Ryan Beatty,California,35.4586,-119.355
Ryan Dallas Cook,California,35.4586,-119.355
Ryan Paevey,California,35.4586,-119.355
Ryan Petersen,Los Angeles,34.05,-118.25
Ryan Roxie,California,35.4586,-119.355
Ryat,California,35.4586,-119.355
Rydah J. Klyde,Pittsburg,38.0281,-121.885
Ryen McPherson,La Mesa,32.7714,-117.023
Ryland King,Pacifica,37.6228,-122.486
Ryn Weaver,California,35.4586,-119.355
SATELLITE,California,35.4586,-119.355
SCREW 32,Berkeley,37.8717,-122.275
SFJAZZ Collective,California,35.4586,-119.355
SIN 34,Santa Monica,34.0219,-118.481
SISU,Los Angeles,34.05,-118.25
SK La' Flare,California,35.4586,-119.355
SONOIO,California,35.4586,-119.355
SSQ,Norwalk,33.9069,-118.083
SWMRS,Oakland,37.8044,-122.273
Sa-Ra,Los Angeles,34.05,-118.25
Saafir,Oakland,37.8044,-122.273
Sabrosa Purr,California,35.4586,-119.355
Saccharine Trust,Los Angeles,34.05,-118.25
Sada K.,Los Angeles,34.05,-118.25
Sadistic Intent,California,35.4586,-119.355
Sadus,Antioch,38.005,-121.806
Sahand Quazi,Orange County,33.67,-117.78
Sahand Quazi (Persian: سهند کوازی,Orange County,33.67,-117.78
Saint Motel,California,35.4586,-119.355
Sal Valentino,San Francisco,37.7833,-122.417
Salvador Santana,San Francisco Bay Area,37.75,-122.283
Sam Schulman,Los Angeles,34.05,-118.25
Sam Simon,Los Angeles,34.05,-118.25
Sam Watters,California,35.4586,-119.355
Samantha James,California,35.4586,-119.355
Samantha Larson,Long Beach,33.7683,-118.196
Samantha Shapiro,California,35.4586,-119.355
Samantha Stollenwerck,Berkeley,37.8717,-122.275
Same Sex Mary,Nevada,39.0,-117.0
Samiam,Berkeley,37.8717,-122.275
Samiyam,California,35.4586,-119.355
Samuel Adams,California,35.4586,-119.355
Samuel Carl Adams,California,35.4586,-119.355
San Jose Youth Symphony,San Jose,37.3333,-121.9
Sandy Rothman,San Francisco,37.7833,-122.417
Sanjoy,San Jose,37.3333,-121.9
Santana,California,35.4586,-119.355
Santiago,Santa Rosa,38.4486,-122.705
Saosin,Newport Beach,33.6167,-117.897
Sara Niemietz,California,35.4586,-119.355
Sara Watkins,Vista,33.1936,-117.241
Sarah Fasha,California,35.4586,-119.355
Sarah Gertrude Shapiro,California,35.4586,-119.355
Sarah Lee Guthrie & Johnny Irion,California,35.4586,-119.355
Sarah Shapiro,California,35.4586,-119.355
Saralyn Smith,Huntington Beach,33.6928,-118.0
Saros,California,35.4586,-119.355
Sasquatch,California,35.4586,-119.355
Saucy Monky,California,35.4586,-119.355
Sausage,El Sobrante,37.9772,-122.295
Savage Grace,California,35.4586,-119.355
Savage Sun,California,35.4586,-119.355
Save Ferris,Orange County,33.67,-117.78
Saviour Machine,California,35.4586,-119.355
Saviours,Oakland,37.8044,-122.273
Say No More,Salinas,36.6778,-121.656
ScHoolboy Q,California,35.4586,-119.355
Scars of Tomorrow,California,35.4586,-119.355
Scaterd Few,California,35.4586,-119.355
Schoolboy Q,California,35.4586,-119.355
Science Faxtion,California,35.4586,-119.355
Scissors For Lefty,California,35.4586,-119.355
Scoe,California,35.4586,-119.355
Scoop DeVille,California,35.4586,-119.355
Scorpios,California,35.4586,-119.355
Scotland Yard,California,35.4586,-119.355
Scott & Rivers,Los Angeles,34.05,-118.25
Scott Burnett,Sacramento,38.5556,-121.469
Scott Danough,Orange County,33.67,-117.78
Scott Doughnut,Orange County,33.67,-117.78
Scott Ford,California,35.4586,-119.355
Scott Kelly,Oakland,37.8044,-122.273
Scott Klopfenstein,Garden Grove,33.7789,-117.96
Scott Raynor,Poway,32.97,-117.039
Scott Reynolds,Los Angeles,34.05,-118.25
Screams for Tina,Los Angeles,34.05,-118.25
Sea Hags,California,35.4586,-119.355
Seagram,Oakland,37.8044,-122.273
Seahaven,Torrance,33.8347,-118.341
Seals and Crofts,California,35.4586,-119.355
Sean Ellis,Newport Beach,33.6167,-117.897
Sean Michael Rosenthal,Redondo Beach,33.8581,-118.379
Sean Rosenthal,Redondo Beach,33.8581,-118.379
Sean T,East Palo Alto,37.4669,-122.14
Sean Watkins,Vista,33.1936,-117.241
Seatrain,California,35.4586,-119.355
Sebu Simonian,Los Angeles,34.05,-118.25
Secondhand Serenade,Menlo Park,37.4528,-122.183
Secret Band,Sacramento,38.5556,-121.469
Secret Hate,Long Beach,33.7683,-118.196
Secrets,California,35.4586,-119.355
Selau,California,35.4586,-119.355
Selena Gomez & the Scene,California,35.4586,-119.355
Self Against City,Sacramento,38.5556,-121.469
Self Jupiter,California,35.4586,-119.355
Sense Field,California,35.4586,-119.355
Serio,California,35.4586,-119.355
Serj Tankian,Los Angeles,34.05,-118.25
Set Your Goals,California,35.4586,-119.355
Setting Sun,San Francisco,37.7833,-122.417
Seven Places,Medford,42.3238,-122.876
Sever Your Ties,San Diego,32.715,-117.162
Sevin,Sacramento,38.5556,-121.469
Sevin (rapper,Sacramento,38.5556,-121.469
Sewer Trout,Sacramento,38.5556,-121.469
SexArt,Bakersfield,35.3667,-119.017
Shade Sheist,Inglewood,33.9575,-118.346
Shadow King,Los Angeles,34.05,-118.25
Shadow Project,California,35.4586,-119.355
Shady Blaze,East Oakland,37.77,-122.2
Shahrzad Sepanlou,California,35.4586,-119.355
Shalamar,California,35.4586,-119.355
Shamir,Nevada,39.0,-117.0
Shana Halligan,California,35.4586,-119.355
Shane Minor,Modesto,37.6614,-120.994
Shannon and the Clams,Oakland,37.8044,-122.273
Shanti Wintergate,California,35.4586,-119.355
Shark,Los Angeles,34.05,-118.25
Shark Island,California,35.4586,-119.355
Shattered Faith,Southern California,34.0,-117.0
Shavahn Church,California,35.4586,-119.355
Shavahn Church (retired,California,35.4586,-119.355
Shavarsh (Shavo) Odadjian,California,35.4586,-119.355
Shavo Odadjian,California,35.4586,-119.355
Shawn Chrystopher,Inglewood,33.9575,-118.346
She Wants Revenge,Los Angeles,34.05,-118.25
Sherri Youngward,San Francisco,37.7833,-122.417
Sherwood,San Luis Obispo,35.2742,-120.663
Shinobu,San Jose,37.3333,-121.9
Shiny Toy Guns,Los Angeles,34.05,-118.25
Shitting Glitter,California,35.4586,-119.355
Sholi,Davis,38.5539,-121.738
Shorty Mack,Sacramento,38.5556,-121.469
Shotgun Messiah,California,35.4586,-119.355
Shwayze,Malibu,34.03,-118.779
Sianvar,California,35.4586,-119.355
Sic Alps,California,35.4586,-119.355
Sid Roams,California,35.4586,-119.355
Side Effect,California,35.4586,-119.355
Siedah Garrett,California,35.4586,-119.355
Signal Hill Transmission,California,35.4586,-119.355
Silage,California,35.4586,-119.355
Silent Civilian,California,35.4586,-119.355
Silent Planet,California,35.4586,-119.355
Silver,California,35.4586,-119.355
Silver Jet,California,35.4586,-119.355
Silversun Pickups,California,35.4586,-119.355
Simon Dawes,Malibu,34.03,-118.779
Simon Says,California,35.4586,-119.355
Sin City Sinners,Nevada,39.0,-117.0
Sinai Beach,Riverside,33.9481,-117.396
Sintanic,California,35.4586,-119.355
Sir Jinx,California,35.4586,-119.355
Sir Sly,California,35.4586,-119.355
Sister,Los Angeles,34.05,-118.25
Sister Crayon,Sacramento,38.5556,-121.469
Sixx:A.M.,California,35.4586,-119.355
Size 14,California,35.4586,-119.355
Skankin' Pickle,San Jose,37.3333,-121.9
Skee-Lo,California,35.4586,-119.355
Skhye Hutch,California,35.4586,-119.355
Skid Roper,National City,32.6708,-117.099
Skinlab,San Francisco,37.7833,-122.417
Skinny,California,35.4586,-119.355
Skip Ewing,Redlands,34.0547,-117.183
Skitzo (Metal,California,35.4586,-119.355
Skycycle,California,35.4586,-119.355
Skyla Talon,California,35.4586,-119.355
Slash,California,35.4586,-119.355
Slash featuring Myles Kennedy and The Conspirators,California,35.4586,-119.355
Slash's Blues Ball,California,35.4586,-119.355
Slash's Snakepit,California,35.4586,-119.355
Slaughter,Nevada,39.0,-117.0
Slaughterhouse,California,35.4586,-119.355
Slaves (US band,California,35.4586,-119.355
Slayer,Huntington Park,33.9833,-118.217
Sleep,San Jose,37.3333,-121.9
Sleep for Sleepers,Los Angeles,34.05,-118.25
Sleeping Giant,Redlands,34.0547,-117.183
Sleeping People,California,35.4586,-119.355
Sleepy Sun,California,35.4586,-119.355
Sleepytime Gorilla Museum,California,35.4586,-119.355
Slick Shoes,Antelope Valley,34.7514,-118.252
Slightly Stoopid,San Diego,32.715,-117.162
Slim The Mobster,California,35.4586,-119.355
Slim the Mobster,California,35.4586,-119.355
Slo Burn,Palm Desert,33.7222,-116.374
Slow Gherkin,California,35.4586,-119.355
Slow Hollows,California,35.4586,-119.355
Slug,Los Angeles,34.05,-118.25
Sly and the Family Stone,California,35.4586,-119.355
Smallpools,California,35.4586,-119.355
Smash Mouth,San Jose,37.3333,-121.9
Smegma,Pasadena,34.1561,-118.132
Smile,California,35.4586,-119.355
Smile Empty Soul,California,35.4586,-119.355
Smith,California,35.4586,-119.355
Smith & Pyle,California,35.4586,-119.355
Smokin' Armadillos,Bakersfield,35.3667,-119.017
Smooth,California,35.4586,-119.355
Smut Peddlers,California,35.4586,-119.355
Snake River Conspiracy,San Francisco Bay Area,37.75,-122.283
Snot,Santa Barbara,34.4258,-119.714
Snow Tha Product,California,35.4586,-119.355
Snow tha Product,California,35.4586,-119.355
So Long Davey!,California,35.4586,-119.355
Social Distortion,Fullerton,33.88,-117.929
Society 1,California,35.4586,-119.355
Socionic,Los Angeles,34.05,-118.25
Soluna,California,35.4586,-119.355
Solus Deus,California,35.4586,-119.355
Somethin' for the People,California,35.4586,-119.355
Something Corporate,California,35.4586,-119.355
Something Like Silas,San Diego,32.715,-117.162
Son of Sam,Los Angeles,34.05,-118.25
"Sondra ""Blinky"" Williams",California,35.4586,-119.355
Sonic Elements,Los Angeles,34.05,-118.25
Sonny Simmons,California,35.4586,-119.355
Sons of Funk,California,35.4586,-119.355
Soopafly,Long Beach,33.7683,-118.196
Sophina DeJesus,Temecula,33.5033,-117.124
Sophina Saadé DeJesus,Temecula,33.5033,-117.124
Sorcery,California,35.4586,-119.355
Soul Junk,California,35.4586,-119.355
Soul Khan,Los Angeles,34.05,-118.25
Soul Sign,California,35.4586,-119.355
Souls of Mischief,Oakland,37.8044,-122.273
Souls of We,California,35.4586,-119.355
Sound Barrier,California,35.4586,-119.355
Sound City Players,California,35.4586,-119.355
Sound Tribe Sector 9 (STS9,Santa Cruz,36.9719,-122.026
Soup the Chemist,Rancho Cucamonga,34.1233,-117.579
South Central Cartel,California,35.4586,-119.355
Southwest Chamber Music,Los Angeles County,34.05,-118.25
Sovereign Strength,California,35.4586,-119.355
Spahn Ranch,Los Angeles,34.05,-118.25
Spain,California,35.4586,-119.355
Sparks,Los Angeles,34.05,-118.25
Spastik Children,California,35.4586,-119.355
Spazz,Redwood City,37.4828,-122.236
Speak!,California,35.4586,-119.355
Speculum Fight,California,35.4586,-119.355
Spencer Smith,Nevada,39.0,-117.0
Spencer Stone,Carmichael,38.6394,-121.321
Spice 1,Hayward,37.6689,-122.081
Spiders & Snakes,California,35.4586,-119.355
Spindrift,California,35.4586,-119.355
Spineshank,California,35.4586,-119.355
Spinnerette,California,35.4586,-119.355
Spiral Starecase,California,35.4586,-119.355
Spirit,Los Angeles,34.05,-118.25
Spirits Burning,San Francisco,37.7833,-122.417
Spitboy,California,35.4586,-119.355
Splendid,Los Angeles,34.05,-118.25
Spock's Beard,California,35.4586,-119.355
Squirrel vs Bear,Chico,39.74,-121.85
St. John Green,California,35.4586,-119.355
Stacy Bromberg,Nevada,39.0,-117.0
Stacy Francis,California,35.4586,-119.355
Stan Frazier,Newport Beach,33.6167,-117.897
Stanford Harmonics,California,35.4586,-119.355
Stanford Talisman,California,35.4586,-119.355
Starflyer 59,California,35.4586,-119.355
Starling Glow,Orange County,33.67,-117.78
Starpool,California,35.4586,-119.355
Starr Parodi,California,35.4586,-119.355
Starrah,California,35.4586,-119.355
Stars Are Falling,Sacramento,38.5556,-121.469
Starship,California,35.4586,-119.355
Static Thought,California,35.4586,-119.355
Static-X,California,35.4586,-119.355
Stavesacre,California,35.4586,-119.355
Steady Ground,Santa Ana,33.7408,-117.881
Steady Mobb'n,Oakland,37.8044,-122.273
Steam Powered Giraffe,California,35.4586,-119.355
Steel Panther,Los Angeles,34.05,-118.25
Steffany Gretzinger,Redding,40.5767,-122.37
Stefy,California,35.4586,-119.355
Stephen A. McNallen,Grass Valley,39.2192,-121.058
Stephen Bishop,San Diego,32.715,-117.162
Stephen Bradley,California,35.4586,-119.355
Stephen Day,California,35.4586,-119.355
Stephen Gaboury,Berkeley,37.8717,-122.275
Stephen Hillenburg,Anaheim,33.8361,-117.89
Stephen Malkmus,Stockton,37.9756,-121.301
Stephen McNallen,Grass Valley,39.2192,-121.058
Stephen Yerkey,San Francisco,37.7833,-122.417
Steve Aoki,Newport Beach,33.6167,-117.897
Steve Harwell,San Jose,37.3333,-121.9
Steve Kirk,San Diego,32.715,-117.162
Steve Miller Band,California,35.4586,-119.355
Steve Poltz,San Diego,32.715,-117.162
Steve Roden,Pasadena,34.1561,-118.132
Steve Sailer,Studio City,34.1436,-118.395
Steve White,Fresno,36.7478,-119.772
Steve Zaragoza,Oxnard,34.1914,-119.183
Steven Lee,Cypress,33.8183,-118.039
Steven Ybarra,San Diego,32.715,-117.162
Stick to Your Guns,California,35.4586,-119.355
Stickup Kid,San Jose,37.3333,-121.9
Stikky,Berkeley,37.8717,-122.275
Still Time,San Luis Obispo,35.2742,-120.663
StillWell,Bakersfield,35.3667,-119.017
Stirling Dale Silliphant,Glendale,34.1461,-118.255
Stirling Silliphanta,Glendale,34.1461,-118.255
Stitched Up Heart,California,35.4586,-119.355
Stix Zadinia,California,35.4586,-119.355
Stolas,Nevada,39.0,-117.0
Stolen Babies,California,35.4586,-119.355
Stoneground,Concord,37.9781,-122.031
Stonehoney,Los Angeles,34.05,-118.25
Straight Faced,California,35.4586,-119.355
Strata,California,35.4586,-119.355
Strawberry Girls,Salinas,36.6778,-121.656
Street Drum Corps,Los Angeles,34.05,-118.25
Street Sweeper Social Club,California,35.4586,-119.355
Street to Nowhere,Oakland,37.8044,-122.273
Strife,California,35.4586,-119.355
Stripmall Architecture,California,35.4586,-119.355
Strong Arm Steady,California,35.4586,-119.355
Strung Out,Simi Valley,34.2711,-118.739
Strunz & Farah,California,35.4586,-119.355
Stryper,Orange County,33.67,-117.78
Stuart Michael Thomas,California,35.4586,-119.355
Styles of Beyond,California,35.4586,-119.355
Suave,California,35.4586,-119.355
SubArachnoid Space,California,35.4586,-119.355
Sublime,Long Beach,33.7683,-118.196
Sublime with Rome,California,35.4586,-119.355
Substance Abuse,California,35.4586,-119.355
Subtitle,California,35.4586,-119.355
Subtle,Oakland,37.8044,-122.273
Suburban Lawns,California,35.4586,-119.355
Suburban Legends,California,35.4586,-119.355
Sue Herera,Brentwood,34.0519,-118.473
Suga Free,California,35.4586,-119.355
Suga-T,Vallejo,38.1131,-122.236
SugaRush Beat Company,California,35.4586,-119.355
Sugar Pie DeSanto,California,35.4586,-119.355
Sugar Ray,Newport Beach,33.6167,-117.897
Sugarcult,California,35.4586,-119.355
Sugartooth,California,35.4586,-119.355
Suicidal Tendencies,California,35.4586,-119.355
Suicide Silence,California,35.4586,-119.355
Sukia,California,35.4586,-119.355
Sullivan Walker,San Francisco,37.7833,-122.417
Summer Noel Ross,Carlsbad,33.1219,-117.297
Summer Ross,Carlsbad,33.1219,-117.297
Summercamp,Santa Barbara,34.4258,-119.714
Sun Kil Moon,California,35.4586,-119.355
Sunday's Best,California,35.4586,-119.355
Sunflower Dead,California,35.4586,-119.355
Sunshine Blind,California,35.4586,-119.355
Sunspot Jonz,Oakland,37.8044,-122.273
Super Cr3w,Nevada,39.0,-117.0
Super Heroines,California,35.4586,-119.355
SuperHeavy,California,35.4586,-119.355
Supernova,California,35.4586,-119.355
Supreme Love Gods,Fresno,36.7478,-119.772
Surf Punks,California,35.4586,-119.355
Susan Hart,Palm Springs,33.8303,-116.53
Susanna Hoffs,California,35.4586,-119.355
Susannah Melvoin,California,35.4586,-119.355
Suzanne Gardner,Sacramento,38.5556,-121.469
Suzi Gardner,Sacramento,38.5556,-121.469
Swahili Blonde,California,35.4586,-119.355
Swamp Zombies,Orange,33.8031,-117.832
Sweet Valley,California,35.4586,-119.355
Swingin' Utters,California,35.4586,-119.355
Switchfoot,California,35.4586,-119.355
SwizZz,California,35.4586,-119.355
Sworn Vengeance,California,35.4586,-119.355
Syd tha Kyd,Crenshaw,34.0181,-118.341
Symbol Six,California,35.4586,-119.355
System Syn,California,35.4586,-119.355
System of a Down,Glendale,34.1461,-118.255
Systematic,California,35.4586,-119.355
SöuR,Los Angeles,34.05,-118.25
T.H.C.,California,35.4586,-119.355
T.S.O.L.,Long Beach,33.7683,-118.196
TEMP3ST,California,35.4586,-119.355
THEY.,California,35.4586,-119.355
TOKiMONSTA,California,35.4586,-119.355
TQ,Compton,33.8967,-118.225
TRU,Richmond,37.9358,-122.348
TV Girl,San Diego,32.715,-117.162
Taebin,California,35.4586,-119.355
Tajai,East Oakland,37.77,-122.2
Taka Sisters,California,35.4586,-119.355
Take the Crown,Huntington Beach,33.6928,-118.0
Taking Dawn / Devils Run,Nevada,39.0,-117.0
Tales of Terror,Sacramento,38.5556,-121.469
Tammy Leibl,Del Mar,32.955,-117.264
Tammy Leibl (formerly Tammy June Webb-Liley,Del Mar,32.955,-117.264
Tanner Sparks,La Mesa,32.7714,-117.023
Tara Kemp,Livermore,37.6819,-121.768
Taran Killam,Big Bear Lake,34.2414,-116.911
Tarantula Hawk,California,35.4586,-119.355
Tarentel,California,35.4586,-119.355
Tarnation,California,35.4586,-119.355
Taylor Eigsti,Menlo Park,37.4528,-122.183
Tazers,California,35.4586,-119.355
Tea Leaf Green,California,35.4586,-119.355
Team Sleep,Sacramento,38.5556,-121.469
Team Unicorn,California,35.4586,-119.355
Techno Squirrels,California,35.4586,-119.355
Ted Forrest,Nevada,39.0,-117.0
Teddy Abrams,Berkeley,37.8717,-122.275
Teddy and His Patches,San Jose,37.3333,-121.9
TeeFLii,California,35.4586,-119.355
TeeFlii,California,35.4586,-119.355
Teebs,California,35.4586,-119.355
Teedra Moses,California,35.4586,-119.355
Telephone Jim Jesus,Oakland,37.8044,-122.273
Tempest,Oakland,37.8044,-122.273
Ten Foot Pole,California,35.4586,-119.355
Tenacious D,California,35.4586,-119.355
Tera Melos,California,35.4586,-119.355
Terraplane Sun,Venice,33.9908,-118.459
Terri Nunn,California,35.4586,-119.355
Terror,California,35.4586,-119.355
Terrorizer,California,35.4586,-119.355
Terrorizer LA,California,35.4586,-119.355
Terry Dexter,Los Angeles,34.05,-118.25
Terry Ellis,Oakland,37.8044,-122.273
Terry Jones,California,35.4586,-119.355
Terry Richardson,Hollywood,34.1,-118.333
Terry Scott Taylor,California,35.4586,-119.355
Tesla,Sacramento,38.5556,-121.469
Tessa Violet,Ashland,42.1914,-122.701
Tessa Violet Williams,Ashland,42.1914,-122.701
Testament,Berkeley,37.8717,-122.275
Tex & the Horseheads,California,35.4586,-119.355
Tha Alkaholiks,Los Angeles,34.05,-118.25
Tha Chill,Compton,33.8967,-118.225
Tha Dogg Pound,Long Beach,33.7683,-118.196
Tha Eastsidaz,Long Beach,33.7683,-118.196
Tha Mexakinz,Long Beach,33.7683,-118.196
That Dog,California,35.4586,-119.355
Thavius Beck,California,35.4586,-119.355
The 5th Dimension,Los Angeles,34.05,-118.25
